	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
636	и вся суеты от себе отвержи,	стих0	11	[1, 2, 5, 6, 8]	True
637	Горня Сиона буди подражатель,	стих0	11	[2, 5, 7]	True
638	и всех прелестей умный презиратель,	стих0	11	[1, 2, 5, 7]	True
639	Да возможеши премирно пожити,	стих0	11	[1, 5, 8]	True
640	в горних жилищах на веки почити.	стих0	11	[2, 5, 6, 8]	True
641	Не прииди, душа моя, в твой совет,	Нафанаил112	11	[1, 4, 6, 8, 9]	False
642	Аще не разориши злообещанный завет.	Нафанаил112	14	[2, 3, 7, 12]	False
643	Фараона бо, веси, Господь потопи за гордость;	Нафанаил112	15	[4, 5, 7, 9, 12, 13]	False
644	А тебе не постигнет таковая злобность.	Нафанаил112	13	[1, 3, 4, 7, 11]	False
645	Не веси бо о себе, яже совещаеши,	Нафанаил112	14	[1, 3, 4, 5, 7, 9]	False
646	Аще и многим творити от сего завещаеши.	Нафанаил112	16	[2, 3, 5, 8, 9, 11]	False
647	И ныне молюся: преже о себе испытовай,	Нафанаил112	15	[1, 3, 6, 8, 9, 11]	False
648	Любовь же духовную чистотою снабдевай.	Нафанаил112	14	[2, 3, 7, 11]	False
649	Меча гневнаго аще не поверзеши,	Мартирий	12	[2, 5, 7, 8]	False
650	Аще копия посредственаго113 не преломиши,	Мартирий	15	[2, 5, 10, 11]	False
651	Радование дияволу подаси114 завистнику,	Мартирий	16	[5, 9, 12]	False
652	Твердонырному115 поработаеши прелестнику116.	Мартирий	15	[5, 11]	False
653	И прелесть его всякаго зла злейши,	Мартирий	11	[1, 3, 5, 8, 9]	False
654	Расколы же его на любовь паче всего жесточаиши.	Мартирий	18	[3, 4, 6, 7, 9, 11, 13]	False
655	Исусовым именем сей токмо побеждается	Мартирий	15	[4, 7, 8, 10]	False
656	И духовною еже любовию прогоняется.	Мартирий	16	[1, 5, 7, 11]	False
657	Милованием и любовию нрав твой знаменуется,	Мардарий	17	[5, 6, 10, 11, 12]	False
658	Апостолскою проповедию подтвержается,	Мардарий	15	[5, 10]	False
659	Руце бо свои утвердил еси к подателности,	Мардарий	15	[2, 3, 5, 8, 10]	False
660	Добродетель же духовную исполняеши в приятности.	Мардарий	18	[4, 5, 9, 14]	False
661	Аз убо слышах твоя таковая благости,	Мардарий	14	[1, 3, 5, 7, 11]	False
662	Ревную от тебе прияти сердечныя правости,	Мардарий	16	[3, 4, 6, 9, 13]	False
663	И ныне всю мою совесть к тебе привлекох	Мардарий	13	[1, 3, 4, 6, 8, 10]	False
664	И к твоему благоутробию без лености притекох.	Мардарий	17	[1, 4, 10, 11, 14]	False
665	Аще твое благо впредь утвердится на мне,	Прошение Михалка Злобина118	13	[2, 4, 6, 7, 11, 12]	False
666	Любителну быти во всех благодеяниих ко мне,	Прошение Михалка Злобина118	16	[4, 6, 7, 8, 14, 15]	False
667	Еже Содетель119 содействовати тебе таковая	Прошение Михалка Злобина118	16	[2, 5, 10, 12]	False
668	К сим быти попремногу повелевая.	Прошение Михалка Злобина118	12	[1, 3, 7]	False
669	Слово же Господне верно кто исполняет,	Прошение Михалка Злобина118	13	[2, 3, 6, 8, 9]	False
670	Ей, таковый от неимущих в презрении не оставляет,	Прошение Михалка Злобина118	18	[1, 4, 5, 9, 13, 14]	False
671	Ихже паче Христос в вечныя кровы вселити весть,	Прошение Михалка Злобина118	15	[2, 4, 6, 9, 11, 14]	False
